buy_initiated,buy_volume,close,delta,high,inference,low,open,sell_initiated,sell_volume,tick_delta,timestamp,security_id
0.0,-1.0,127420.0,-1.0,127420.0,Neutral,127420.0,127420.0,0.0,0.0,0.0,20:41,445003
0.0,3.0,127285.0,-1.0,127285.0,Sell Dominant,127285.0,127285.0,1.0,4.0,-1.0,20:46,445003
1.0,-2.0,127281.0,3.0,127294.0,Neutral,127281.0,127294.0,1.0,-5.0,0.0,20:47,445003
1.5,-6.0,127165.0,-8.0,127307.0,Buy Dominant,127165.0,127307.0,0.5,2.0,1.0,20:48,445003
1.0,6.0,127222.0,-1.0,127222.0,Neutral,127222.0,127222.0,1.0,7.0,0.0,20:50,445003
0.5,0.0,127100.0,-1.0,127100.0,Sell Dominant,127100.0,127100.0,1.5,1.0,-1.0,20:54,445003
2.5,-1.0,127140.0,1.0,127140.0,Buy Dominant,127100.0,127100.0,0.5,-2.0,2.0,20:55,445003
0.5,0.0,127140.0,0.0,127140.0,Neutral,127140.0,127140.0,0.5,0.0,0.0,20:56,445003
1.0,-1.0,127152.0,0.0,127171.0,Neutral,127152.0,127171.0,1.0,-1.0,0.0,21:04,445003
4.5,3.0,127572.0,3.0,127572.0,Buy Dominant,127347.0,127347.0,1.5,0.0,3.0,21:06,445003
0.5,-1.0,127260.0,-1.0,127360.0,Sell Dominant,127260.0,127360.0,2.5,0.0,-2.0,21:13,445003
1.5,1.0,127284.0,2.0,127284.0,Neutral,127214.0,127214.0,1.5,-1.0,0.0,21:14,445003
0.0,-1.0,127262.0,-3.0,127262.0,Sell Dominant,127262.0,127262.0,3.0,2.0,-3.0,21:15,445003
2.5,3.0,127264.0,0.0,127300.0,Sell Dominant,127256.0,127300.0,3.5,3.0,-1.0,21:16,445003
1.5,4.0,127200.0,7.0,127233.0,Sell Dominant,127200.0,127233.0,3.5,-3.0,-2.0,21:17,445003
1.0,4.0,127180.0,1.0,127180.0,Neutral,127180.0,127180.0,1.0,3.0,0.0,21:18,445003
1.0,-4.0,127317.0,-5.0,127317.0,Buy Dominant,127317.0,127317.0,0.0,1.0,1.0,21:19,445003
1.0,6.0,127275.0,21.0,127275.0,Sell Dominant,127275.0,127275.0,2.0,-15.0,-1.0,21:20,445003
0.5,5.0,127387.0,3.0,127387.0,Neutral,127387.0,127387.0,0.5,2.0,0.0,21:27,445003
1.0,-1.0,127447.0,-3.0,127447.0,Buy Dominant,127447.0,127447.0,0.0,2.0,1.0,21:30,445003
2.5,0.0,127488.0,2.0,127488.0,Buy Dominant,127488.0,127488.0,1.5,-2.0,1.0,21:31,445003
0.0,-1.0,127508.0,-4.0,127508.0,Neutral,127508.0,127508.0,0.0,3.0,0.0,21:32,445003
1.5,2.0,127445.0,0.0,127445.0,Sell Dominant,127387.0,127387.0,4.5,2.0,-3.0,21:33,445003
2.0,6.0,127454.0,7.0,127454.0,Sell Dominant,127407.0,127407.0,3.0,-1.0,-1.0,21:34,445003
1.0,1.0,127495.0,6.0,127495.0,Buy Dominant,127495.0,127495.0,0.0,-5.0,1.0,21:36,445003
5.0,-2.0,127490.0,-3.0,127517.0,Sell Dominant,127235.0,127516.0,18.0,1.0,-13.0,21:38,445003
1.5,0.0,127545.0,-2.0,127545.0,Buy Dominant,127545.0,127545.0,0.5,2.0,1.0,21:40,445003
0.0,-1.0,127525.0,-5.0,127525.0,Sell Dominant,127525.0,127525.0,1.0,4.0,-1.0,21:41,445003
0.5,0.0,127450.0,2.0,127450.0,Neutral,127450.0,127450.0,0.5,-2.0,0.0,21:42,445003
0.0,1.0,175032.0,1.0,175032.0,Neutral,175032.0,175032.0,0.0,0.0,0.0,20:34,445004
0.0,0.0,174561.0,0.0,174561.0,Sell Dominant,174561.0,174561.0,1.0,0.0,-1.0,20:43,445004
5.5,-9.0,174010.0,-7.0,174352.0,Buy Dominant,174010.0,174296.0,4.5,-2.0,1.0,20:45,445004
1.5,12.0,174193.0,10.0,174212.0,Neutral,174087.0,174087.0,1.5,2.0,0.0,20:46,445004
4.0,1.0,174392.0,0.0,174392.0,Sell Dominant,174118.0,174118.0,5.0,1.0,-1.0,20:47,445004
1.5,-5.0,174308.0,-5.0,174492.0,Sell Dominant,174308.0,174392.0,6.5,0.0,-5.0,20:48,445004
1.5,10.0,173880.0,3.0,173880.0,Neutral,173880.0,173880.0,1.5,7.0,0.0,20:52,445004
1.0,4.0,174172.0,3.0,174172.0,Neutral,174172.0,174172.0,1.0,1.0,0.0,20:56,445004
5.5,-1.0,174150.0,1.0,174240.0,Neutral,174150.0,174240.0,5.5,-2.0,0.0,20:57,445004
1.0,4.0,174169.0,2.0,174169.0,Neutral,174169.0,174169.0,1.0,2.0,0.0,20:58,445004
1.0,1.0,174240.0,1.0,174240.0,Neutral,174240.0,174240.0,1.0,0.0,0.0,20:59,445004
4.0,-3.0,174235.0,0.0,174275.0,Buy Dominant,174235.0,174275.0,1.0,-3.0,3.0,21:00,445004
0.0,-1.0,174099.0,-3.0,174099.0,Sell Dominant,174099.0,174099.0,1.0,2.0,-1.0,21:05,445004
2.5,-1.0,174545.0,0.0,174545.0,Buy Dominant,174545.0,174545.0,1.5,-1.0,1.0,21:07,445004
0.5,3.0,174302.0,4.0,174302.0,Neutral,174302.0,174302.0,0.5,-1.0,0.0,21:08,445004
3.5,-5.0,174739.0,-8.0,174740.0,Sell Dominant,174501.0,174501.0,4.5,3.0,-1.0,21:09,445004
0.5,-2.0,174493.0,-1.0,174493.0,Neutral,174493.0,174493.0,0.5,-1.0,0.0,21:12,445004
0.0,1.0,174198.0,0.0,174198.0,Sell Dominant,174198.0,174198.0,3.0,1.0,-3.0,21:15,445004
1.0,2.0,174033.0,1.0,174033.0,Neutral,174033.0,174033.0,1.0,1.0,0.0,21:16,445004
0.0,16.0,174040.0,14.0,174040.0,Neutral,174040.0,174040.0,0.0,2.0,0.0,21:17,445004
0.5,9.0,174306.0,6.0,174306.0,Neutral,174306.0,174306.0,0.5,3.0,0.0,21:19,445004
1.0,7.0,174488.0,7.0,174488.0,Buy Dominant,174488.0,174488.0,0.0,0.0,1.0,21:20,445004
3.5,5.0,174740.0,8.0,174740.0,Neutral,174740.0,174740.0,3.5,-3.0,0.0,21:22,445004
1.0,1.0,174999.0,1.0,174999.0,Neutral,174999.0,174999.0,1.0,0.0,0.0,21:30,445004
1.0,-4.0,175087.0,-3.0,175087.0,Buy Dominant,175087.0,175087.0,0.0,-1.0,1.0,21:31,445004
0.5,-1.0,174920.0,-1.0,175040.0,Sell Dominant,174920.0,175040.0,1.5,0.0,-1.0,21:33,445004
10.0,-1.0,175500.0,7.0,175500.0,Buy Dominant,175300.0,175300.0,2.0,-8.0,8.0,21:36,445004
4.0,0.0,175795.0,2.0,175795.0,Buy Dominant,175590.0,175590.0,3.0,-2.0,1.0,21:37,445004
0.0,-9.0,175369.0,-10.0,175514.0,Sell Dominant,175369.0,175514.0,7.0,1.0,-7.0,21:38,445004
2.0,7.0,175594.0,10.0,175594.0,Buy Dominant,175594.0,175594.0,0.0,-3.0,2.0,21:40,445004
1.0,4.0,175800.0,13.0,175800.0,Buy Dominant,175800.0,175800.0,0.0,-9.0,1.0,21:41,445004
1.0,-2.0,176151.0,1.0,176151.0,Buy Dominant,176151.0,176151.0,0.0,-3.0,1.0,21:42,445004
0.0,-6.0,130538.0,-8.0,130538.0,Neutral,130538.0,130538.0,0.0,2.0,0.0,20:42,449534
11.0,4.0,130490.0,-6.0,130507.0,Sell Dominant,130472.0,130507.0,15.0,10.0,-4.0,20:43,449534
3.5,16.0,130459.0,17.0,130480.0,Neutral,130454.0,130480.0,3.5,-1.0,0.0,20:44,449534
15.0,-26.0,130300.0,-28.0,130450.0,Sell Dominant,130273.0,130450.0,17.0,2.0,-2.0,20:45,449534
24.0,1.0,130351.0,11.0,130397.0,Buy Dominant,130310.0,130316.0,5.0,-10.0,19.0,20:46,449534
10.0,10.0,130420.0,5.0,130420.0,Buy Dominant,130383.0,130389.0,7.0,5.0,3.0,20:47,449534
24.0,-17.0,130281.0,89.0,130475.0,Sell Dominant,130259.0,130435.0,26.0,-106.0,-2.0,20:48,449534
35.5,-24.0,130280.0,-5.0,130280.0,Buy Dominant,130201.0,130261.0,21.5,-19.0,14.0,20:49,449534
18.0,15.0,130335.0,-8.0,130415.0,Buy Dominant,130300.0,130331.0,10.0,23.0,8.0,20:50,449534
10.0,2.0,130286.0,0.0,130353.0,Buy Dominant,130256.0,130353.0,9.0,2.0,1.0,20:51,449534
5.5,-15.0,130170.0,10.0,130303.0,Sell Dominant,130170.0,130286.0,28.5,-25.0,-23.0,20:52,449534
15.5,10.0,130224.0,8.0,130257.0,Buy Dominant,130220.0,130223.0,11.5,2.0,4.0,20:53,449534
13.5,-5.0,130245.0,-25.0,130246.0,Buy Dominant,130191.0,130228.0,11.5,20.0,2.0,20:54,449534
23.5,51.0,130373.0,57.0,130377.0,Buy Dominant,130201.0,130201.0,8.5,-6.0,15.0,20:55,449534
11.0,9.0,130427.0,4.0,130427.0,Neutral,130350.0,130360.0,11.0,5.0,0.0,20:56,449534
23.0,-12.0,130344.0,-20.0,130400.0,Sell Dominant,130300.0,130389.0,28.0,8.0,-5.0,20:57,449534
5.5,4.0,130340.0,0.0,130351.0,Sell Dominant,130302.0,130302.0,7.5,4.0,-2.0,20:58,449534
5.0,2.0,130399.0,-1.0,130400.0,Sell Dominant,130350.0,130350.0,6.0,3.0,-1.0,20:59,449534
3.0,-6.0,130308.0,-25.0,130439.0,Sell Dominant,130308.0,130416.0,16.0,19.0,-13.0,21:00,449534
3.5,-2.0,130335.0,4.0,130335.0,Neutral,130250.0,130250.0,3.5,-6.0,0.0,21:01,449534
6.5,4.0,130362.0,3.0,130362.0,Neutral,130275.0,130320.0,6.5,1.0,0.0,21:02,449534
4.5,-6.0,130386.0,-7.0,130386.0,Buy Dominant,130362.0,130368.0,2.5,1.0,2.0,21:03,449534
2.0,9.0,130358.0,16.0,130399.0,Neutral,130324.0,130352.0,2.0,-7.0,0.0,21:04,449534
