buy_initiated,buy_volume,close,delta,high,inference,low,open,sell_initiated,sell_volume,tick_delta,timestamp,security_id
0,0,169750.0,0,169750.0,Neutral,169750.0,169750.0,0,0,0,21:39,440938
0,0,126920.0,0,126920.0,Neutral,126920.0,126920.0,0,0,0,23:54,445003
0,0,171850.0,0,171850.0,Neutral,171850.0,171850.0,0,0,0,23:54,445004
0,0,129599.0,0,129599.0,Neutral,129599.0,129599.0,0,0,0,23:54,449534
0,0,172648.0,0,172648.0,Neutral,172648.0,172648.0,0,0,0,23:50,450659
0,0,175340.0,0,175340.0,Neutral,175340.0,175340.0,0,0,0,23:54,451666
0,0,175650.0,0,175650.0,Neutral,175650.0,175650.0,0,0,0,23:54,451669
0,0,131284.0,0,131284.0,Neutral,131284.0,131284.0,0,0,0,23:53,454818
0,0,176955.0,0,176955.0,Neutral,176955.0,176955.0,0,0,0,23:54,457532
0,0,177700.0,0,177700.0,Neutral,177700.0,177700.0,0,0,0,23:54,457533
0,0,175605.0,0,175605.0,Neutral,175605.0,175605.0,0,0,0,23:54,458305
0,0,132942.0,0,132942.0,Neutral,132942.0,132942.0,0,0,0,23:37,459277
0,0,5327.0,0,5327.0,Neutral,5327.0,5327.0,0,0,0,23:54,462523
0,0,5328.0,0,5328.0,Neutral,5328.0,5328.0,0,0,0,23:54,462524
0,0,426.4,0,426.4,Neutral,426.4,426.4,0,0,0,23:54,463007
0,0,426.6,0,426.6,Neutral,426.6,426.6,0,0,0,23:54,463008
0,0,1012.2,0,1012.2,Neutral,1012.2,1012.2,0,0,0,16:30,463272
0,0,179300.0,0,179300.0,Neutral,179300.0,179300.0,0,0,0,23:52,464150
0,0,179499.0,0,179499.0,Neutral,179499.0,179499.0,0,0,0,23:54,464151
0,0,5325.0,0,5325.0,Neutral,5325.0,5325.0,0,0,0,23:54,464925
0,0,5325.0,0,5325.0,Neutral,5325.0,5325.0,0,0,0,23:54,464926
0,0,390.6,0,390.6,Neutral,390.6,390.6,0,0,0,23:54,465849
0,0,390.8,0,390.8,Neutral,390.8,390.8,0,0,0,23:54,465850
0,0,1036.5,0,1036.5,Neutral,1036.5,1036.5,0,0,0,23:54,466015
0,0,181.75,0,181.75,Neutral,181.75,181.75,0,0,0,23:53,466016
0,0,181.75,0,181.75,Neutral,181.75,181.75,0,0,0,23:53,466017
0,0,0.0,0,0.0,Neutral,0.0,0.0,0,0,0,05:30,466583
0,0,5326.0,0,5326.0,Neutral,5326.0,5326.0,0,0,0,23:54,467013
