buy_initiated,buy_volume,close,delta,high,inference,low,open,sell_initiated,sell_volume,tick_delta,timestamp,security_id
0.0,-138.0,98265.0,-44.0,98265.0,Neutral,98265.0,98265.0,0.0,-94.0,0.0,23:29,438425
0.0,-1648.0,113519.0,-422.0,113519.0,Neutral,113519.0,113519.0,0.0,-1226.0,0.0,23:29,439487
0.0,-471.0,113800.0,-103.0,113800.0,Neutral,113800.0,113800.0,0.0,-368.0,0.0,23:29,439488
0.0,-546.0,115405.0,-248.0,115405.0,Neutral,115405.0,115405.0,0.0,-298.0,0.0,23:29,440938
0.0,-437.0,99130.0,-228.0,99130.0,Neutral,99130.0,99130.0,0.0,-209.0,0.0,23:29,440939
0.0,-85.0,115568.0,-42.0,115568.0,Neutral,115568.0,115568.0,0.0,-43.0,0.0,23:28,445004
0.0,-931.0,6009.0,-797.0,6009.0,Neutral,6009.0,6009.0,0.0,-134.0,0.0,23:29,450134
0.0,-1746.0,6014.0,-1372.0,6014.0,Neutral,6014.0,6014.0,0.0,-374.0,0.0,23:29,450135
0.0,-1646.0,274.0,-294.0,274.0,Neutral,274.0,274.0,0.0,-1352.0,0.0,23:29,450499
0.0,-2047.0,274.0,-422.0,274.0,Neutral,274.0,274.0,0.0,-1625.0,0.0,23:29,450500
0.0,-30.0,892.4,-26.0,892.4,Neutral,892.4,892.4,0.0,-4.0,0.0,23:18,450647
0.0,-14.0,117620.0,-7.0,117620.0,Neutral,117620.0,117620.0,0.0,-7.0,0.0,22:57,451666
0.0,-475.0,899.0,-252.0,899.0,Neutral,899.0,899.0,0.0,-223.0,0.0,23:29,452845
0.0,-7.0,0.0,-2.0,0.0,Neutral,0.0,0.0,0.0,-5.0,0.0,01:04,464150
0.0,-4.0,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,-4.0,0.0,01:04,464151
0.0,0.0,56327.2,0.0,56327.2,Neutral,56327.2,56327.2,0.0,0.0,0.0,15:29,53213
0.0,0.0,26755.9,0.0,26755.9,Neutral,26755.9,26755.9,0.0,0.0,0.0,15:29,53214
0.0,0.0,13053.85,0.0,13053.85,Neutral,13053.85,13053.85,0.0,0.0,0.0,15:29,53215
0.0,0.0,24843.4,0.0,24843.4,Neutral,24843.4,24843.4,0.0,0.0,0.0,15:29,53216
0.0,0.0,2551.1,0.0,2551.1,Neutral,2551.1,2551.1,0.0,0.0,0.0,15:29,53224
0.0,0.0,1398.0,0.0,1398.0,Neutral,1398.0,1398.0,0.0,0.0,0.0,15:29,53226
0.0,0.0,5082.0,0.0,5082.0,Neutral,5082.0,5082.0,0.0,0.0,0.0,15:29,53227
0.0,0.0,2652.6,0.0,2652.6,Neutral,2652.6,2652.6,0.0,0.0,0.0,15:29,53236
0.0,0.0,7460.5,0.0,7460.5,Neutral,7460.5,7460.5,0.0,0.0,0.0,15:29,53241
0.0,0.0,123.15,0.0,123.15,Neutral,123.15,123.15,0.0,0.0,0.0,15:29,53244
0.0,0.0,2405.0,0.0,2405.0,Neutral,2405.0,2405.0,0.0,0.0,0.0,15:29,53245
0.0,0.0,742.85,0.0,742.85,Neutral,742.85,742.85,0.0,0.0,0.0,15:29,53248
0.0,0.0,1158.9,0.0,1158.9,Neutral,1158.9,1158.9,0.0,0.0,0.0,15:29,53249
0.0,0.0,1066.5,0.0,1066.5,Neutral,1066.5,1066.5,0.0,0.0,0.0,15:29,53250
