buy_initiated,buy_volume,close,delta,high,inference,low,open,sell_initiated,sell_volume,tick_delta,timestamp,security_id
0.0,-816.0,152650.0,256.0,152650.0,Neutral,152650.0,152650.0,0.0,-1072.0,0.0,14:45,440938
0.0,-178.0,128000.0,58.0,128000.0,Neutral,128000.0,128000.0,0.0,-236.0,0.0,14:44,445003
0.0,-356.0,150000.0,57.0,150000.0,Neutral,150000.0,150000.0,0.0,-413.0,0.0,14:44,445004
0.0,-473.0,301.3,44.0,301.3,Neutral,301.3,301.3,0.0,-517.0,0.0,14:44,456791
0.0,-535.0,300.9,-172.0,300.9,Neutral,300.9,300.9,0.0,-363.0,0.0,14:44,456792
0.0,-245.0,5043.0,74.0,5043.0,Neutral,5043.0,5043.0,0.0,-319.0,0.0,14:44,457886
0.0,-332.0,5045.0,200.0,5045.0,Neutral,5045.0,5045.0,0.0,-532.0,0.0,14:44,457887
0.0,-362.0,353.6,-102.0,353.6,Neutral,353.6,353.6,0.0,-260.0,0.0,14:44,458147
0.0,-437.0,353.4,96.0,353.4,Neutral,353.4,353.4,0.0,-533.0,0.0,14:44,458148
0.0,-84.0,983.35,48.0,983.35,Neutral,983.35,983.35,0.0,-132.0,0.0,14:44,458295
0.0,-195.0,990.8,-99.0,990.8,Neutral,990.8,990.8,0.0,-96.0,0.0,14:44,463272
0.0,-477.0,127003.0,95.0,127003.0,Neutral,127003.0,127003.0,0.0,-572.0,0.0,14:44,466161
0.0,-620.0,128030.0,80.0,128030.0,Neutral,128030.0,128030.0,0.0,-700.0,0.0,14:44,470295
0.0,0.0,58218.8,0.0,58218.8,Neutral,58218.8,58218.8,0.0,0.0,0.0,14:44,37051
0.0,0.0,27592.4,0.0,27592.4,Neutral,27592.4,27592.4,0.0,0.0,0.0,14:44,37052
0.0,0.0,13266.95,0.0,13266.95,Neutral,13266.95,13266.95,0.0,0.0,0.0,14:44,37053
0.0,0.0,26001.6,0.0,26001.6,Neutral,26001.6,26001.6,0.0,0.0,0.0,14:44,37054
0.0,0.0,69830.0,0.0,69830.0,Neutral,69830.0,69830.0,0.0,0.0,0.0,14:44,38312
0.0,0.0,1166.1,0.0,1166.1,Neutral,1166.1,1166.1,0.0,0.0,0.0,14:44,38313
0.0,0.0,5248.5,0.0,5248.5,Neutral,5248.5,5248.5,0.0,0.0,0.0,14:43,38314
0.0,0.0,305.25,0.0,305.25,Neutral,305.25,305.25,0.0,0.0,0.0,14:44,38315
0.0,0.0,941.3,0.0,941.3,Neutral,941.3,941.3,0.0,0.0,0.0,14:44,38316
0.0,0.0,2563.0,0.0,2563.0,Neutral,2563.0,2563.0,0.0,0.0,0.0,14:44,38317
0.0,0.0,1043.0,0.0,1043.0,Neutral,1043.0,1043.0,0.0,0.0,0.0,14:44,39028
0.0,0.0,1480.0,0.0,1480.0,Neutral,1480.0,1480.0,0.0,0.0,0.0,14:44,39029
0.0,0.0,5563.0,0.0,5563.0,Neutral,5563.0,5563.0,0.0,0.0,0.0,14:44,39030
0.0,0.0,7903.0,0.0,7903.0,Neutral,7903.0,7903.0,0.0,0.0,0.0,14:44,39031
0.0,0.0,570.0,0.0,570.0,Neutral,570.0,570.0,0.0,0.0,0.0,14:44,44170
0.0,0.0,2472.0,0.0,2472.0,Neutral,2472.0,2472.0,0.0,0.0,0.0,14:44,44171
0.0,0.0,1769.9,0.0,1769.9,Neutral,1769.9,1769.9,0.0,0.0,0.0,14:44,44172
0.0,0.0,8050.5,0.0,8050.5,Neutral,8050.5,8050.5,0.0,0.0,0.0,14:44,44173
0.0,0.0,133.21,0.0,133.21,Neutral,133.21,133.21,0.0,0.0,0.0,14:44,44178
0.0,0.0,2512.0,0.0,2512.0,Neutral,2512.0,2512.0,0.0,0.0,0.0,14:44,44179
0.0,0.0,1452.0,0.0,1452.0,Neutral,1452.0,1452.0,0.0,0.0,0.0,14:44,46470
0.0,0.0,866.9,0.0,866.9,Neutral,866.9,866.9,0.0,0.0,0.0,14:44,46472
0.0,0.0,1109.1,0.0,1109.1,Neutral,1109.1,1109.1,0.0,0.0,0.0,14:44,46473
0.0,0.0,1239.8,0.0,1239.8,Neutral,1239.8,1239.8,0.0,0.0,0.0,14:44,46477
0.0,0.0,9112.0,0.0,9112.0,Neutral,9112.0,9112.0,0.0,0.0,0.0,14:44,48573
0.0,0.0,2181.3,0.0,2181.3,Neutral,2181.3,2181.3,0.0,0.0,0.0,14:44,48574
0.0,0.0,1090.5,0.0,1090.5,Neutral,1090.5,1090.5,0.0,0.0,0.0,14:44,48575
0.0,0.0,166.8,0.0,166.8,Neutral,166.8,166.8,0.0,0.0,0.0,14:44,48578
0.0,0.0,271.7,0.0,271.7,Neutral,271.7,271.7,0.0,0.0,0.0,14:44,48579
0.0,0.0,131.0,0.0,131.0,Neutral,131.0,131.0,0.0,0.0,0.0,14:44,48580
0.0,0.0,1549.9,0.0,1549.9,Neutral,1549.9,1549.9,0.0,0.0,0.0,14:44,48581
0.0,0.0,419.4,0.0,419.4,Neutral,419.4,419.4,0.0,0.0,0.0,14:44,48582
0.0,0.0,1225.0,0.0,1225.0,Neutral,1225.0,1225.0,0.0,0.0,0.0,14:44,48586
0.0,0.0,2052.5,0.0,2052.5,Neutral,2052.5,2052.5,0.0,0.0,0.0,14:44,48587
0.0,0.0,235.2,0.0,235.2,Neutral,235.2,235.2,0.0,0.0,0.0,14:44,48588
0.0,0.0,366.8,0.0,366.8,Neutral,366.8,366.8,0.0,0.0,0.0,14:44,48594
0.0,0.0,1960.0,0.0,1960.0,Neutral,1960.0,1960.0,0.0,0.0,0.0,14:44,48595
0.0,0.0,39300.0,0.0,39300.0,Neutral,39300.0,39300.0,0.0,0.0,0.0,14:44,48596
0.0,0.0,341.5,0.0,341.5,Neutral,341.5,341.5,0.0,0.0,0.0,14:44,48597
0.0,0.0,6110.0,0.0,6110.0,Neutral,6110.0,6110.0,0.0,0.0,0.0,14:44,48598
0.0,0.0,2494.0,0.0,2494.0,Neutral,2494.0,2494.0,0.0,0.0,0.0,14:44,48599
0.0,0.0,3837.4,0.0,3837.4,Neutral,3837.4,3837.4,0.0,0.0,0.0,14:44,48600
0.0,0.0,127.7,0.0,127.7,Neutral,127.7,127.7,0.0,0.0,0.0,14:44,48602
0.0,0.0,1605.6,0.0,1605.6,Neutral,1605.6,1605.6,0.0,0.0,0.0,14:44,48603
0.0,0.0,741.95,0.0,741.95,Neutral,741.95,741.95,0.0,0.0,0.0,14:44,48605
0.0,0.0,1645.0,0.0,1645.0,Neutral,1645.0,1645.0,0.0,0.0,0.0,14:43,48606
0.0,0.0,1678.0,0.0,1678.0,Neutral,1678.0,1678.0,0.0,0.0,0.0,14:44,48607
0.0,0.0,391.9,0.0,391.9,Neutral,391.9,391.9,0.0,0.0,0.0,14:44,48608
0.0,0.0,1734.0,0.0,1734.0,Neutral,1734.0,1734.0,0.0,0.0,0.0,14:44,48609
0.0,0.0,2248.0,0.0,2248.0,Neutral,2248.0,2248.0,0.0,0.0,0.0,14:44,48610
0.0,0.0,533.6,0.0,533.6,Neutral,533.6,533.6,0.0,0.0,0.0,14:43,48612
