security_id,timestamp,buy_volume,sell_volume,buy_initiated,sell_initiated,tick_delta,open,high,low,close,delta,inference,open_interest,oi_change,oi_interpretation
449534,13:01,-1.0,-7.0,0.0,4.0,-4.0,130637.0,130637.0,130635.0,130635.0,6.0,Sell Dominant,0.0,0.0,Neutral
449534,13:02,14.0,-3.0,0.0,2.0,-2.0,130601.0,130601.0,130601.0,130601.0,17.0,Sell Dominant,0.0,0.0,Neutral
449534,13:03,4.0,-2.0,3.5,0.5,3.0,130611.0,130611.0,130611.0,130611.0,6.0,Buy Dominant,0.0,0.0,Neutral
449534,13:04,2.0,3.0,0.5,0.5,0.0,130611.0,130611.0,130611.0,130611.0,-1.0,Neutral,0.0,0.0,Neutral
449534,13:05,11.0,-1.0,19.5,0.5,19.0,130631.0,130641.0,130631.0,130641.0,12.0,Buy Dominant,0.0,0.0,Neutral
449534,13:06,-14.0,-17.0,78.0,8.0,70.0,130650.0,130711.0,130650.0,130706.0,3.0,Buy Dominant,0.0,0.0,Neutral
449534,13:07,-2.0,5.0,3.5,7.5,-4.0,130725.0,130725.0,130705.0,130705.0,-7.0,Sell Dominant,0.0,0.0,Neutral
449534,13:08,-3.0,24.0,3.0,1.0,2.0,130701.0,130704.0,130690.0,130704.0,-27.0,Buy Dominant,0.0,0.0,Neutral
449534,13:09,-7.0,-9.0,0.0,3.0,-3.0,130684.0,130684.0,130670.0,130670.0,2.0,Sell Dominant,0.0,0.0,Neutral
449534,13:10,1.0,2.0,1.0,0.0,1.0,130688.0,130688.0,130688.0,130688.0,-1.0,Buy Dominant,0.0,0.0,Neutral
449534,13:11,1.0,-11.0,3.0,5.0,-2.0,130659.0,130701.0,130659.0,130701.0,12.0,Sell Dominant,0.0,0.0,Neutral
449534,13:12,-1.0,-23.0,27.0,0.0,27.0,130702.0,130733.0,130702.0,130733.0,22.0,Buy Dominant,0.0,0.0,Neutral
449534,13:13,9.0,-3.0,1.5,1.5,0.0,130733.0,130733.0,130729.0,130729.0,12.0,Neutral,0.0,0.0,Neutral
449534,13:14,-17.0,1.0,66.0,17.0,49.0,130751.0,130789.0,130751.0,130778.0,-18.0,Buy Dominant,0.0,0.0,Neutral
449534,13:15,11.0,9.0,8.5,43.5,-35.0,130767.0,130796.0,130767.0,130796.0,2.0,Sell Dominant,0.0,0.0,Neutral
449534,13:16,14.0,-5.0,2.5,4.5,-2.0,130790.0,130790.0,130765.0,130766.0,19.0,Sell Dominant,0.0,0.0,Neutral
449534,13:17,4.0,8.0,14.0,7.0,7.0,130766.0,130796.0,130759.0,130774.0,-4.0,Buy Dominant,0.0,0.0,Neutral
449534,13:18,-10.0,2.0,12.5,5.5,7.0,130774.0,130798.0,130774.0,130798.0,-12.0,Buy Dominant,0.0,0.0,Neutral
449534,13:19,-46.0,3.0,2.0,3.0,-1.0,130785.0,130785.0,130750.0,130775.0,-49.0,Sell Dominant,0.0,0.0,Neutral
449534,13:20,12.0,-7.0,4.0,11.0,-7.0,130765.0,130765.0,130728.0,130728.0,19.0,Sell Dominant,0.0,0.0,Neutral
449534,13:22,10.0,-5.0,2.0,0.0,2.0,130769.0,130769.0,130769.0,130769.0,15.0,Buy Dominant,0.0,0.0,Neutral
449534,13:23,-60.0,13.0,23.5,35.5,-12.0,130789.0,130794.0,130754.0,130754.0,-73.0,Sell Dominant,0.0,0.0,Neutral
449534,13:24,2.0,-6.0,5.0,0.0,5.0,130765.0,130765.0,130765.0,130765.0,8.0,Buy Dominant,0.0,0.0,Neutral
449534,13:25,2.0,-10.0,1.0,3.0,-2.0,130746.0,130765.0,130746.0,130765.0,12.0,Sell Dominant,0.0,0.0,Neutral
449534,13:26,-4.0,-18.0,7.5,19.5,-12.0,130793.0,130799.0,130773.0,130773.0,14.0,Sell Dominant,0.0,0.0,Neutral
449534,13:27,3.0,2.0,1.0,1.0,0.0,130766.0,130766.0,130766.0,130766.0,1.0,Neutral,0.0,0.0,Neutral
449534,13:28,3.0,-6.0,7.5,0.5,7.0,130790.0,130799.0,130770.0,130770.0,9.0,Buy Dominant,0.0,0.0,Neutral
449534,13:29,3.0,-2.0,4.0,5.0,-1.0,130770.0,130799.0,130770.0,130796.0,5.0,Sell Dominant,0.0,0.0,Neutral
449534,13:30,-2.0,0.0,4.0,0.0,4.0,130798.0,130798.0,130798.0,130798.0,-2.0,Buy Dominant,0.0,0.0,Neutral
449534,13:31,-21.0,28.0,64.0,8.0,56.0,130820.0,130840.0,130820.0,130820.0,-49.0,Buy Dominant,0.0,0.0,Neutral
449534,13:32,1.0,2.0,0.0,15.0,-15.0,130783.0,130783.0,130765.0,130765.0,-1.0,Sell Dominant,0.0,0.0,Neutral
449534,13:35,-8.0,-1.0,2.0,0.0,2.0,130795.0,130795.0,130795.0,130795.0,-7.0,Buy Dominant,0.0,0.0,Neutral
449534,13:36,-9.0,3.0,8.5,5.5,3.0,130820.0,130840.0,130813.0,130835.0,-12.0,Buy Dominant,0.0,0.0,Neutral
449534,13:37,15.0,-5.0,7.0,5.0,2.0,130830.0,130848.0,130830.0,130830.0,20.0,Buy Dominant,0.0,0.0,Neutral
449534,13:38,-3.0,-22.0,17.5,4.5,13.0,130868.0,130898.0,130868.0,130898.0,19.0,Buy Dominant,0.0,0.0,Neutral
449534,13:39,-6.0,-17.0,85.5,7.5,78.0,130939.0,130987.0,130939.0,130987.0,11.0,Buy Dominant,0.0,0.0,Neutral
449534,13:40,-16.0,5.0,3.0,17.0,-14.0,130968.0,130968.0,130913.0,130940.0,-21.0,Sell Dominant,0.0,0.0,Neutral
449534,13:41,-44.0,11.0,11.0,3.0,8.0,130959.0,130959.0,130951.0,130958.0,-55.0,Buy Dominant,0.0,0.0,Neutral
449534,13:42,-4.0,8.0,2.5,34.5,-32.0,130912.0,130912.0,130909.0,130909.0,-12.0,Sell Dominant,0.0,0.0,Neutral
449534,13:43,11.0,-8.0,3.5,15.5,-12.0,130886.0,130886.0,130852.0,130886.0,19.0,Sell Dominant,0.0,0.0,Neutral
449534,13:44,0.0,0.0,0.0,0.0,0.0,130852.0,130852.0,130852.0,130852.0,0.0,Neutral,0.0,0.0,Neutral
451666,13:00,1.0,-5.0,0.0,0.0,0.0,192926.0,192926.0,192926.0,192926.0,6.0,Neutral,0.0,0.0,Neutral
451666,13:02,2.0,14.0,0.0,10.0,-10.0,192847.0,192847.0,192836.0,192836.0,-12.0,Sell Dominant,0.0,0.0,Neutral
451666,13:03,-4.0,-6.0,3.0,3.0,0.0,192850.0,192880.0,192833.0,192833.0,2.0,Neutral,0.0,0.0,Neutral
451666,13:04,11.0,-7.0,8.0,8.0,0.0,192833.0,192833.0,192833.0,192833.0,18.0,Neutral,0.0,0.0,Neutral
451666,13:05,-3.0,0.0,4.0,2.0,2.0,192850.0,192880.0,192850.0,192880.0,-3.0,Buy Dominant,0.0,0.0,Neutral
451666,13:06,6.0,7.0,4.5,0.5,4.0,192880.0,192952.0,192880.0,192952.0,-1.0,Buy Dominant,0.0,0.0,Neutral
451666,13:07,-5.0,6.0,5.0,9.0,-4.0,192880.0,192900.0,192880.0,192900.0,-11.0,Sell Dominant,0.0,0.0,Neutral
451666,13:08,-15.0,-36.0,0.5,12.5,-12.0,192917.0,192917.0,192822.0,192822.0,21.0,Sell Dominant,0.0,0.0,Neutral
451666,13:09,6.0,14.0,6.0,2.0,4.0,192822.0,192856.0,192822.0,192856.0,-8.0,Buy Dominant,0.0,0.0,Neutral
451666,13:11,4.0,6.0,18.0,3.0,15.0,192806.0,192896.0,192780.0,192896.0,-2.0,Buy Dominant,0.0,0.0,Neutral
451666,13:12,0.0,-17.0,0.0,5.0,-5.0,192880.0,192880.0,192853.0,192853.0,17.0,Sell Dominant,0.0,0.0,Neutral
451666,13:13,-14.0,9.0,8.0,3.0,5.0,192896.0,192933.0,192896.0,192933.0,-23.0,Buy Dominant,0.0,0.0,Neutral
451666,13:14,-4.0,-2.0,7.5,1.5,6.0,192989.0,192989.0,192927.0,192927.0,-2.0,Buy Dominant,0.0,0.0,Neutral
451666,13:15,7.0,4.0,11.5,1.5,10.0,193029.0,193070.0,193012.0,193070.0,3.0,Buy Dominant,0.0,0.0,Neutral
451666,13:16,3.0,5.0,1.0,1.0,0.0,193074.0,193074.0,193030.0,193030.0,-2.0,Neutral,0.0,0.0,Neutral
451666,13:17,5.0,1.0,2.0,0.0,2.0,193075.0,193075.0,193075.0,193075.0,4.0,Buy Dominant,0.0,0.0,Neutral
451666,13:18,5.0,-4.0,15.0,0.0,15.0,193124.0,193124.0,193124.0,193124.0,9.0,Buy Dominant,0.0,0.0,Neutral
