buy_initiated,buy_volume,close,delta,high,inference,low,open,sell_initiated,sell_volume,tick_delta,timestamp,security_id
0.0,3.0,100481.0,-16.0,100500.0,Sell Dominant,100481.0,100500.0,2.0,19.0,-2.0,12:54,438425
4.0,14.0,100472.0,22.0,100491.0,Buy Dominant,100468.0,100473.0,3.0,-8.0,1.0,12:55,438425
0.0,0.0,100469.0,0.0,100469.0,Sell Dominant,100469.0,100469.0,1.0,0.0,-1.0,12:56,438425
2.0,-2.0,100469.0,-2.0,100474.0,Sell Dominant,100469.0,100474.0,4.0,0.0,-2.0,12:57,438425
8.0,4.0,100440.0,17.0,100465.0,Buy Dominant,100437.0,100455.0,6.0,-13.0,2.0,12:58,438425
1.0,3.0,100446.0,4.0,100455.0,Neutral,100440.0,100440.0,1.0,-1.0,0.0,12:59,438425
4.0,0.0,100440.0,-2.0,100462.0,Sell Dominant,100431.0,100462.0,5.0,2.0,-1.0,13:00,438425
2.0,-8.0,100410.0,-8.0,100450.0,Sell Dominant,100410.0,100450.0,5.0,0.0,-3.0,13:01,438425
2.0,5.0,100391.0,3.0,100401.0,Sell Dominant,100391.0,100401.0,5.0,2.0,-3.0,13:02,438425
0.0,3.0,100391.0,4.0,100391.0,Neutral,100391.0,100391.0,0.0,-1.0,0.0,13:03,438425
3.0,-3.0,100416.0,-20.0,100432.0,Buy Dominant,100416.0,100428.0,2.0,17.0,1.0,13:04,438425
1.0,11.0,100423.0,12.0,100423.0,Buy Dominant,100416.0,100416.0,0.0,-1.0,1.0,13:05,438425
1.0,-20.0,100437.0,-17.0,100444.0,Neutral,100437.0,100444.0,1.0,-3.0,0.0,13:06,438425
0.0,9.0,100406.0,13.0,100406.0,Sell Dominant,100406.0,100406.0,1.0,-4.0,-1.0,13:07,438425
4.0,-7.0,100438.0,-9.0,100438.0,Buy Dominant,100426.0,100432.0,2.0,2.0,2.0,13:08,438425
0.0,2.0,100435.0,-11.0,100435.0,Sell Dominant,100435.0,100435.0,1.0,13.0,-1.0,13:09,438425
4.0,-32.0,115875.0,-66.0,115926.0,Buy Dominant,115850.0,115926.0,3.0,34.0,1.0,12:54,439487
7.0,16.0,115850.0,-9.0,115872.0,Sell Dominant,115850.0,115862.0,8.0,25.0,-1.0,12:55,439487
6.0,24.0,115851.0,57.0,115857.0,Buy Dominant,115830.0,115830.0,5.0,-33.0,1.0,12:56,439487
5.0,35.0,115844.0,37.0,115848.0,Sell Dominant,115835.0,115848.0,7.0,-2.0,-2.0,12:57,439487
5.0,18.0,115808.0,14.0,115840.0,Sell Dominant,115803.0,115840.0,12.0,4.0,-7.0,12:58,439487
1.0,17.0,115823.0,44.0,115836.0,Sell Dominant,115803.0,115804.0,3.0,-27.0,-2.0,12:59,439487
4.0,13.0,115830.0,34.0,115836.0,Sell Dominant,115804.0,115836.0,10.0,-21.0,-6.0,13:00,439487
3.0,-18.0,115806.0,-24.0,115842.0,Neutral,115806.0,115840.0,3.0,6.0,0.0,13:01,439487
5.0,32.0,115803.0,40.0,115819.0,Sell Dominant,115790.0,115819.0,7.0,-8.0,-2.0,13:02,439487
1.0,6.0,115803.0,28.0,115815.0,Neutral,115803.0,115803.0,1.0,-22.0,0.0,13:03,439487
2.0,12.0,115795.0,11.0,115818.0,Neutral,115795.0,115809.0,2.0,1.0,0.0,13:04,439487
7.0,40.0,115797.0,41.0,115800.0,Buy Dominant,115773.0,115795.0,6.0,-1.0,1.0,13:05,439487
1.0,-13.0,115790.0,-16.0,115801.0,Sell Dominant,115790.0,115796.0,3.0,3.0,-2.0,13:06,439487
1.0,45.0,115750.0,74.0,115760.0,Sell Dominant,115748.0,115760.0,3.0,-29.0,-2.0,13:07,439487
4.0,30.0,115753.0,52.0,115780.0,Buy Dominant,115749.0,115749.0,2.0,-22.0,2.0,13:08,439487
3.0,0.0,116111.0,-37.0,116165.0,Sell Dominant,116095.0,116157.0,4.0,37.0,-1.0,12:54,439488
2.0,-3.0,116090.0,3.0,116113.0,Sell Dominant,116090.0,116100.0,4.0,-6.0,-2.0,12:55,439488
3.0,-7.0,116090.0,21.0,116090.0,Sell Dominant,116063.0,116063.0,5.0,-28.0,-2.0,12:56,439488
4.0,9.0,116074.0,5.0,116100.0,Sell Dominant,116056.0,116056.0,8.0,4.0,-4.0,12:57,439488
3.0,-18.0,116072.0,-36.0,116100.0,Neutral,116048.0,116100.0,3.0,18.0,0.0,12:58,439488
1.0,-20.0,116080.0,-29.0,116080.0,Sell Dominant,116033.0,116033.0,4.0,9.0,-3.0,12:59,439488
1.0,5.0,116081.0,3.0,116081.0,Neutral,116069.0,116069.0,1.0,2.0,0.0,13:00,439488
0.0,2.0,116045.0,8.0,116045.0,Sell Dominant,116045.0,116045.0,1.0,-6.0,-1.0,13:02,439488
1.0,-2.0,116060.0,4.0,116060.0,Buy Dominant,116045.0,116045.0,0.0,-6.0,1.0,13:03,439488
0.0,9.0,116040.0,-8.0,116060.0,Sell Dominant,116040.0,116060.0,1.0,17.0,-1.0,13:05,439488
0.0,3.0,116001.0,17.0,116011.0,Sell Dominant,116001.0,116011.0,2.0,-14.0,-2.0,13:07,439488
5.0,-3.0,116019.0,-11.0,116037.0,Buy Dominant,116017.0,116017.0,1.0,8.0,4.0,13:08,439488
